transaction_id,order_id,product_id,quantity,amount,payment_mode
T038219,O013054,P00566,3,660,Debit Card
T038220,O006423,P00046,3,480,UPI
T038221,O012601,P01022,1,150,Credit Card
T038222,O013013,P00012,2,500,Debit Card
T038223,O017500,P00818,1,350,Credit Card
T038224,O000617,P00989,1,110,UPI
T038225,O017158,P00456,5,2050,Debit Card
T038226,O002805,P01116,1,250,UPI
T038227,O015454,P00073,1,130,UPI
T038228,O019435,P01092,4,640,Cash on Delivery
T038229,O002964,P00782,5,1400,Credit Card
T038230,O002714,P00900,3,1500,UPI
T038231,O014334,P00377,2,500,Cash on Delivery
T038232,O010249,P00425,5,600,UPI
T038233,O014123,P00447,3,840,Net Banking
T038234,O010887,P00637,3,270,Credit Card
T038235,O005359,P00337,1,260,UPI
T038236,O018843,P00089,3,90,UPI
T038237,O001278,P01085,1,130,UPI
T038238,O001359,P00608,3,510,UPI
T038239,O003423,P00661,1,270,Credit Card
T038240,O009913,P00250,2,1100,Wallet
T038241,O014298,P00148,4,360,UPI
T038242,O005778,P00841,1,690,Debit Card
T038243,O019566,P00099,5,850,UPI
T038244,O013218,P00623,3,210,Credit Card
T038245,O006259,P00025,1,110,Cash on Delivery
T038246,O013858,P00911,5,600,UPI
T038247,O016906,P00049,3,1620,Debit Card
T038248,O009903,P00392,3,1860,Credit Card
T038249,O008320,P00988,2,120,Cash on Delivery
T038250,O019002,P01077,4,320,UPI
T038251,O006910,P00451,5,250,Credit Card
T038252,O015324,P00817,3,390,Debit Card
T038253,O004647,P00267,4,800,Credit Card
T038254,O016622,P00440,2,500,UPI
T038255,O005204,P00498,1,550,UPI
T038256,O008484,P00515,2,440,Debit Card
T038257,O005568,P00549,5,1250,UPI
T038258,O017464,P00001,2,500,UPI
T038259,O006823,P00425,3,360,UPI
T038260,O007381,P00972,4,200,Credit Card
T038261,O003583,P01181,3,1140,UPI
T038262,O018162,P00737,1,190,UPI
T038263,O013897,P00293,5,250,Credit Card
T038264,O012591,P00055,5,300,Cash on Delivery
T038265,O009387,P00057,3,90,Credit Card
T038266,O003462,P00286,4,720,Net Banking
T038267,O017070,P00454,4,560,UPI
T038268,O007013,P00896,5,2350,Cash on Delivery
T038269,O013856,P01044,3,510,Credit Card
T038270,O005473,P00635,5,550,Debit Card
T038271,O014543,P00916,3,210,UPI
T038272,O011840,P00141,5,1950,UPI
T038273,O016875,P00252,2,480,UPI
T038274,O004408,P00978,3,660,UPI
T038275,O004888,P00297,4,2600,Debit Card
T038276,O005764,P00669,5,800,Credit Card
T038277,O006065,P00981,4,2160,Debit Card
T038278,O009258,P00278,3,570,UPI
T038279,O016492,P00457,4,400,UPI
T038280,O000304,P01101,2,340,UPI
T038281,O017152,P00986,1,390,Credit Card
T038282,O003602,P00478,4,920,Debit Card
T038283,O017831,P00759,2,280,Credit Card
T038284,O009633,P00271,5,850,UPI
T038285,O004213,P00690,4,1800,UPI
T038286,O005714,P00390,2,120,UPI
T038287,O003446,P01029,3,450,Cash on Delivery
T038288,O004889,P00587,3,570,UPI
T038289,O003947,P01173,4,1080,UPI
T038290,O014847,P00887,2,460,Debit Card
T038291,O012618,P00441,4,1440,Credit Card
T038292,O004927,P00295,1,540,Wallet
T038293,O001090,P00339,4,880,Debit Card
T038294,O001740,P01121,5,2850,Net Banking
T038295,O008754,P01068,4,640,UPI
T038296,O014921,P00506,2,220,Debit Card
T038297,O002617,P01194,5,650,Debit Card
T038298,O019907,P00935,2,160,Credit Card
T038299,O018150,P00060,5,700,Credit Card
T038300,O004655,P00084,4,920,UPI
T038301,O006020,P00084,4,920,UPI
T038302,O002625,P00227,2,1100,UPI
T038303,O016991,P00170,5,1400,Credit Card
T038304,O006240,P00173,4,520,UPI
T038305,O006907,P00079,5,1050,Debit Card
T038306,O011104,P01118,5,400,UPI
T038307,O017310,P00327,1,480,UPI
T038308,O002830,P00696,3,720,UPI
T038309,O013384,P00173,3,390,Debit Card
T038310,O007054,P00319,4,320,Credit Card
T038311,O015182,P01030,4,760,Credit Card
T038312,O014769,P01092,3,480,UPI
T038313,O016618,P00897,2,480,Credit Card
T038314,O016244,P00548,5,1400,UPI
T038315,O003072,P00864,3,660,Debit Card
T038316,O009064,P00903,5,800,UPI
T038317,O015285,P00358,2,280,UPI
T038318,O014830,P00595,1,260,Credit Card
T038319,O007181,P00081,1,390,UPI
T038320,O001007,P00751,4,2000,UPI
T038321,O007457,P00073,5,650,Cash on Delivery
T038322,O006436,P00089,4,120,UPI
T038323,O017514,P00628,5,1200,Debit Card
T038324,O005215,P00015,3,420,UPI
T038325,O002416,P00927,5,700,UPI
T038326,O017176,P00277,4,1040,Wallet
T038327,O010096,P00151,2,100,UPI
T038328,O009189,P01142,4,240,Credit Card
T038329,O003324,P00481,3,450,UPI
T038330,O002287,P00967,4,240,Cash on Delivery
T038331,O014496,P00818,2,700,UPI
T038332,O012937,P00554,3,1170,Credit Card
T038333,O018739,P00265,1,740,UPI
T038334,O019263,P00560,1,760,Cash on Delivery
T038335,O019593,P01081,4,560,UPI
T038336,O015314,P00269,4,680,Debit Card
T038337,O017271,P00178,4,1520,Net Banking
T038338,O016708,P01056,1,210,Wallet
T038339,O009893,P00014,1,370,UPI
T038340,O019376,P00088,5,550,Cash on Delivery
T038341,O004717,P01121,1,570,Debit Card
T038342,O016644,P01131,4,880,Debit Card
T038343,O002640,P00178,5,1900,UPI
T038344,O007282,P00575,4,320,Credit Card
T038345,O001143,P00746,5,1050,UPI
T038346,O003695,P00350,2,500,UPI
T038347,O002247,P00181,5,750,Net Banking
T038348,O009425,P01198,1,150,Debit Card
T038349,O008889,P00980,3,120,Debit Card
T038350,O001504,P01051,1,370,UPI
T038351,O017390,P00870,5,250,Credit Card
T038352,O005641,P01129,2,500,UPI
T038353,O019233,P01058,4,840,Credit Card
T038354,O018211,P00781,2,560,Credit Card
T038355,O013963,P00704,2,800,UPI
T038356,O016693,P00821,2,80,UPI
T038357,O013539,P00342,5,1350,Credit Card
T038358,O006998,P00114,5,900,UPI
T038359,O011316,P00286,1,180,UPI
T038360,O000829,P00919,5,500,Cash on Delivery
T038361,O002378,P00745,4,680,Debit Card
T038362,O009562,P00178,2,760,UPI
T038363,O016415,P00805,4,1360,Credit Card
T038364,O004257,P00606,2,160,UPI
T038365,O000589,P00046,2,320,Credit Card
T038366,O012642,P00782,5,1400,UPI
T038367,O013555,P00688,1,270,Wallet
T038368,O018392,P00788,2,320,Credit Card
T038369,O003490,P00514,3,270,UPI
T038370,O008225,P01066,1,70,UPI
T038371,O011838,P01132,5,700,Net Banking
T038372,O010275,P00024,4,1560,UPI
T038373,O007706,P00451,1,50,UPI
T038374,O004143,P00996,4,800,Debit Card
T038375,O001110,P01117,2,300,Wallet
T038376,O014163,P00136,2,60,UPI
T038377,O002740,P01067,5,1450,UPI
T038378,O018084,P00599,2,500,Credit Card
T038379,O018612,P00007,1,610,UPI
T038380,O014766,P00237,1,180,Debit Card
T038381,O016478,P00877,2,100,Wallet
T038382,O000478,P00841,4,2760,UPI
T038383,O011664,P00284,1,360,Debit Card
T038384,O013535,P00532,3,450,UPI
T038385,O016825,P00608,3,510,Cash on Delivery
T038386,O004331,P00081,3,1170,UPI
T038387,O015464,P01060,5,2450,UPI
T038388,O004423,P01062,3,840,Cash on Delivery
T038389,O012902,P00077,5,550,Wallet
T038390,O002587,P00970,2,640,Credit Card
T038391,O015371,P00423,5,1900,Credit Card
T038392,O013337,P01182,3,630,Debit Card
T038393,O003856,P00228,1,70,UPI
T038394,O015302,P01010,5,550,Credit Card
T038395,O001534,P00630,4,720,UPI
T038396,O015759,P00555,5,750,UPI
T038397,O010645,P00409,5,750,UPI
T038398,O004937,P00468,1,110,Credit Card
T038399,O008897,P00951,4,480,UPI
T038400,O013509,P00081,3,1170,Credit Card
T038401,O013283,P00182,3,300,UPI
T038402,O014337,P01163,3,1680,UPI
T038403,O009916,P00990,3,630,UPI
T038404,O004563,P00330,4,400,Net Banking
T038405,O002120,P00839,1,150,UPI
T038406,O010133,P01048,2,1020,UPI
T038407,O012537,P00934,2,80,UPI
T038408,O000541,P00882,1,660,Debit Card
T038409,O011425,P00681,3,390,UPI
T038410,O001190,P00027,2,580,UPI
T038411,O016802,P00981,2,1080,UPI
T038412,O017812,P00266,1,20,UPI
T038413,O003616,P00171,1,40,Net Banking
T038414,O002959,P01155,1,140,UPI
T038415,O017387,P01070,1,170,Debit Card
T038416,O009824,P00485,2,420,Debit Card
T038417,O005102,P00708,4,560,Wallet
T038418,O010957,P00756,1,130,Cash on Delivery
T038419,O003904,P00579,2,160,UPI
T038420,O004406,P00547,3,660,UPI
T038421,O002447,P00491,5,2000,UPI
T038422,O018358,P00283,2,520,UPI
T038423,O012171,P00753,1,40,UPI
T038424,O006923,P01166,5,250,Cash on Delivery
T038425,O018033,P00517,5,350,UPI
T038426,O016635,P00653,4,200,UPI
T038427,O003109,P01048,1,510,Net Banking
T038428,O012117,P00670,2,1080,UPI
T038429,O011902,P01006,2,1140,UPI
T038430,O007605,P00473,3,540,Wallet
T038431,O004335,P00478,3,690,UPI
T038432,O014238,P00251,1,560,UPI
T038433,O017306,P01033,2,820,UPI
T038434,O002981,P00165,3,810,Debit Card
T038435,O002308,P00182,3,300,Credit Card
T038436,O004192,P01073,3,660,UPI
T038437,O017777,P01114,5,850,Credit Card
T038438,O018245,P00655,3,330,UPI
T038439,O013032,P00326,5,450,UPI
T038440,O015613,P01175,1,300,UPI
T038441,O019632,P00073,5,650,UPI
T038442,O019153,P00657,5,1000,UPI
T038443,O019410,P00363,2,900,Debit Card
T038444,O014153,P00808,2,180,Net Banking
T038445,O000307,P00989,3,330,UPI
T038446,O012811,P00651,2,1020,Credit Card
T038447,O002009,P00025,1,110,Cash on Delivery
T038448,O014329,P00980,5,200,UPI
T038449,O005296,P01126,4,400,UPI
T038450,O014387,P00079,5,1050,UPI
T038451,O007629,P01176,4,1160,Credit Card
T038452,O019657,P01146,4,600,Debit Card
T038453,O002881,P01078,4,400,UPI
T038454,O006920,P00863,3,1680,UPI
T038455,O006858,P00032,5,1200,UPI
T038456,O011397,P00870,2,100,UPI
T038457,O011080,P00621,3,360,Debit Card
T038458,O002290,P00502,5,200,UPI
T038459,O012303,P00081,2,780,Debit Card
T038460,O014912,P01090,4,760,UPI
T038461,O018555,P00460,4,680,Net Banking
T038462,O000847,P00525,1,70,Credit Card
T038463,O000125,P01134,5,1150,UPI
T038464,O011677,P00047,2,1540,UPI
T038465,O012171,P00999,1,270,Credit Card
T038466,O016329,P00872,5,950,Net Banking
T038467,O007216,P00526,4,160,Debit Card
T038468,O012448,P00737,4,760,UPI
T038469,O011906,P00188,1,130,UPI
T038470,O012064,P00605,5,650,Cash on Delivery
T038471,O009131,P01102,1,190,Debit Card
T038472,O013431,P00844,4,240,UPI
T038473,O002936,P00983,4,1960,UPI
T038474,O019986,P00002,4,360,Debit Card
T038475,O011942,P00159,2,200,Credit Card
T038476,O006336,P00057,5,150,UPI
T038477,O010428,P00160,4,320,UPI
T038478,O000798,P00970,5,1600,Cash on Delivery
T038479,O009194,P00410,5,250,Cash on Delivery
T038480,O008700,P01033,3,1230,UPI
T038481,O004841,P00526,4,160,UPI
T038482,O004935,P00031,1,220,Credit Card
T038483,O002802,P00934,5,200,UPI
T038484,O006928,P00313,5,1300,Net Banking
T038485,O006086,P00801,3,630,Credit Card
T038486,O008010,P00787,3,630,UPI
T038487,O016946,P00172,5,1050,UPI
T038488,O005432,P00559,4,880,Credit Card
T038489,O003379,P00623,4,280,UPI
T038490,O018647,P00487,2,400,Debit Card
T038491,O007354,P00697,2,80,Credit Card
T038492,O004095,P00803,2,480,UPI
T038493,O016533,P00178,1,380,Credit Card
T038494,O002514,P00702,1,240,UPI
T038495,O005339,P00952,3,300,Debit Card
T038496,O002022,P01002,5,150,UPI
T038497,O018180,P00483,5,550,UPI
T038498,O009617,P00854,1,180,Debit Card
T038499,O019113,P00032,3,720,Debit Card
T038500,O007623,P00512,2,620,UPI
T038501,O002633,P00456,2,820,UPI
T038502,O015473,P00719,5,1000,Credit Card
T038503,O003765,P01004,4,160,Debit Card
T038504,O016963,P00491,2,800,Debit Card
T038505,O006189,P01188,3,480,UPI
T038506,O016618,P00338,3,480,UPI
T038507,O016277,P01049,3,120,Cash on Delivery
T038508,O019277,P00451,3,150,UPI
T038509,O008356,P00577,1,640,UPI
T038510,O015124,P00912,2,500,Wallet
T038511,O010323,P00692,3,360,UPI
T038512,O018205,P01119,3,270,UPI
T038513,O001285,P01052,1,100,UPI
T038514,O001969,P00601,2,300,UPI
T038515,O001396,P00603,5,550,UPI
T038516,O004419,P00491,3,1200,UPI
T038517,O002748,P00094,5,1200,Debit Card
T038518,O000120,P00844,2,120,Credit Card
T038519,O019480,P01174,5,750,Debit Card
T038520,O007404,P00920,1,60,Credit Card
T038521,O012998,P00675,1,60,Credit Card
T038522,O016814,P00351,4,840,Wallet
T038523,O015017,P00652,1,60,UPI
T038524,O013026,P00395,4,560,Wallet
T038525,O006791,P00913,4,320,Debit Card
T038526,O015230,P00278,5,950,UPI
T038527,O014607,P00952,3,300,Cash on Delivery
T038528,O013602,P00664,1,50,UPI
T038529,O012567,P00200,2,200,Cash on Delivery
T038530,O019326,P00774,4,1040,Cash on Delivery
T038531,O004717,P00987,3,330,UPI
T038532,O009591,P00550,2,540,Credit Card
T038533,O010073,P00756,3,390,UPI
T038534,O012714,P00978,3,660,UPI
T038535,O001358,P00116,3,570,Cash on Delivery
T038536,O003762,P00616,4,1000,UPI
T038537,O005969,P01072,5,2800,Debit Card
T038538,O004345,P00456,4,1640,Debit Card
T038539,O005451,P00827,5,2750,Net Banking
T038540,O012507,P00097,2,120,UPI
T038541,O007594,P01115,4,400,Credit Card
T038542,O007134,P00059,3,210,Credit Card
T038543,O011300,P00767,5,1000,Cash on Delivery
T038544,O003044,P00756,5,650,Debit Card
T038545,O000801,P01181,5,1900,Wallet
T038546,O010483,P00441,5,1800,UPI
T038547,O019024,P00074,2,180,UPI
T038548,O000997,P00093,3,450,Cash on Delivery
T038549,O005144,P00918,5,800,Credit Card
T038550,O006333,P00590,2,240,Credit Card
T038551,O003640,P00498,5,2750,Wallet
T038552,O016379,P00379,3,210,Credit Card
T038553,O006118,P00356,5,1250,UPI
T038554,O000113,P00285,5,650,Credit Card
T038555,O016578,P01061,3,1380,UPI
T038556,O010272,P00975,4,2240,Wallet
T038557,O007907,P00951,2,240,Credit Card
T038558,O017178,P00511,5,200,Credit Card
T038559,O014396,P00541,3,570,Debit Card
T038560,O012083,P00146,5,2650,Credit Card
T038561,O003352,P00273,5,350,UPI
T038562,O015422,P00289,4,2200,Cash on Delivery
T038563,O013309,P01109,3,120,Credit Card
T038564,O005771,P01075,2,360,Credit Card
T038565,O019853,P01169,4,720,UPI
T038566,O004987,P01109,3,120,Wallet
T038567,O008193,P00066,4,600,UPI
T038568,O003680,P01123,1,210,Debit Card
T038569,O009404,P00709,1,160,Cash on Delivery
T038570,O016390,P00782,4,1120,UPI
T038571,O018826,P00463,2,1000,Debit Card
T038572,O013348,P00619,4,480,UPI
T038573,O017214,P01121,2,1140,UPI
T038574,O015199,P00860,2,260,UPI
T038575,O009686,P00060,1,140,UPI
T038576,O011201,P00213,4,1560,Credit Card
T038577,O008795,P00203,4,520,UPI
T038578,O003302,P00152,2,140,UPI
T038579,O010424,P00096,3,540,UPI
T038580,O010909,P00604,4,480,Debit Card
T038581,O004490,P00495,3,420,Credit Card
T038582,O008985,P00486,5,900,Credit Card
T038583,O013596,P00205,2,220,UPI
T038584,O016828,P00723,2,340,UPI
T038585,O004569,P00668,1,450,Wallet
T038586,O014003,P00590,1,120,UPI
T038587,O019591,P01022,2,300,UPI
T038588,O018472,P00186,4,840,UPI
T038589,O010151,P00251,3,1680,UPI
T038590,O003809,P01183,4,400,UPI
T038591,O016210,P00627,5,2300,UPI
T038592,O012330,P01034,5,1900,Debit Card
T038593,O016630,P00144,4,1200,Credit Card
T038594,O015155,P00922,2,260,UPI
T038595,O010638,P00780,5,1100,Debit Card
T038596,O001972,P00578,3,1590,UPI
T038597,O014901,P00858,3,630,Credit Card
T038598,O001706,P00948,5,950,Cash on Delivery
T038599,O012198,P00582,3,180,Wallet
T038600,O015605,P00903,4,640,UPI
T038601,O016162,P00582,2,120,UPI
T038602,O015904,P00045,3,540,UPI
T038603,O009927,P00230,3,390,Cash on Delivery
T038604,O011237,P00063,4,640,UPI
T038605,O016906,P00423,1,380,Debit Card
T038606,O002826,P00142,3,1260,Credit Card
T038607,O006579,P00496,3,240,UPI
T038608,O016472,P00103,1,200,UPI
T038609,O003555,P00783,5,3000,UPI
T038610,O017994,P00115,4,160,UPI
T038611,O008413,P01048,5,2550,UPI
T038612,O015239,P00445,4,1680,Net Banking
T038613,O009925,P00800,2,420,Credit Card
T038614,O001186,P00457,1,100,UPI
T038615,O008360,P00569,2,300,UPI
T038616,O002842,P00209,2,340,UPI
T038617,O002927,P00856,2,160,UPI
T038618,O004981,P01002,5,150,Cash on Delivery
T038619,O007789,P00441,1,360,Debit Card
T038620,O010002,P00213,1,390,UPI
T038621,O011806,P00620,5,1050,Debit Card
T038622,O003628,P01147,1,40,Credit Card
T038623,O009014,P00392,4,2480,Credit Card
T038624,O012845,P01000,1,110,Credit Card
T038625,O002757,P00124,4,600,Wallet
T038626,O012297,P00502,3,120,Cash on Delivery
T038627,O007939,P00539,4,720,Credit Card
T038628,O012822,P00389,5,700,Wallet
T038629,O002047,P00116,3,570,UPI
T038630,O000895,P00946,2,760,UPI
T038631,O016182,P00327,5,2400,Debit Card
T038632,O013295,P01195,1,40,Wallet
T038633,O010115,P00622,1,210,Net Banking
T038634,O012950,P01021,4,200,UPI
T038635,O018974,P00625,4,120,UPI
T038636,O004074,P00333,3,690,UPI
T038637,O007365,P00014,3,1110,UPI
T038638,O012260,P01196,1,160,Net Banking
T038639,O003476,P00074,3,270,Net Banking
T038640,O017740,P00460,2,340,UPI
T038641,O001316,P00957,2,200,Cash on Delivery
T038642,O004973,P00359,4,1600,Net Banking
T038643,O014802,P00091,3,210,UPI
T038644,O005228,P00194,4,400,Credit Card
T038645,O018021,P00047,3,2310,Debit Card
T038646,O018904,P00687,3,570,UPI
T038647,O017529,P00095,2,780,Debit Card
T038648,O001764,P00945,2,420,UPI
T038649,O019389,P00803,4,960,Cash on Delivery
T038650,O019392,P00581,1,230,UPI
T038651,O008312,P00547,1,220,Cash on Delivery
T038652,O015229,P00248,1,20,Debit Card
T038653,O017642,P00725,5,1150,Cash on Delivery
T038654,O019949,P00164,3,1320,Cash on Delivery
T038655,O010293,P00776,1,200,UPI
T038656,O011342,P00765,5,500,UPI
T038657,O013715,P01116,5,1250,UPI
T038658,O003786,P00175,2,1100,Debit Card
T038659,O006301,P00022,5,2750,Debit Card
T038660,O004092,P00060,3,420,Debit Card
T038661,O013251,P00252,1,240,UPI
T038662,O019920,P00554,4,1560,UPI
T038663,O000890,P00432,2,440,Cash on Delivery
T038664,O000619,P00582,3,180,UPI
T038665,O010996,P00914,1,100,Credit Card
T038666,O000040,P00017,3,660,Credit Card
T038667,O006828,P00620,2,420,UPI
T038668,O006313,P01147,1,40,Wallet
T038669,O011941,P01087,1,40,Cash on Delivery
T038670,O002774,P00168,3,1290,Net Banking
T038671,O003115,P00675,5,300,Credit Card
T038672,O001257,P01001,5,300,UPI
T038673,O001267,P00495,5,700,UPI
T038674,O009818,P00921,5,1750,UPI
T038675,O019000,P00723,5,850,UPI
T038676,O006414,P00745,3,510,Wallet
T038677,O007524,P00519,5,1200,UPI
T038678,O013644,P01063,3,180,Cash on Delivery
T038679,O015532,P00817,3,390,UPI
T038680,O013768,P00270,1,220,UPI
T038681,O013001,P00268,5,2400,UPI
T038682,O014722,P00715,3,570,UPI
T038683,O015224,P00154,5,1150,UPI
T038684,O010720,P00273,3,210,UPI
T038685,O010238,P00218,2,520,UPI
T038686,O015964,P00333,1,230,UPI
T038687,O013105,P00515,5,1100,Credit Card
T038688,O006717,P00274,5,750,Credit Card
T038689,O001736,P00065,4,600,Credit Card
T038690,O004022,P00899,1,170,UPI
T038691,O011666,P00553,4,160,Credit Card
T038692,O016424,P00017,5,1100,UPI
T038693,O012852,P00475,2,500,UPI
T038694,O012745,P00783,1,600,Wallet
T038695,O013252,P00855,1,40,Cash on Delivery
T038696,O005026,P00969,2,140,UPI
T038697,O018685,P00059,5,350,UPI
T038698,O014725,P00748,3,1770,Net Banking
T038699,O009294,P00304,2,120,UPI
T038700,O005547,P00878,1,30,Debit Card
T038701,O007765,P00220,4,880,Credit Card
T038702,O002947,P00396,4,400,Cash on Delivery
T038703,O009043,P01135,3,840,UPI
T038704,O012190,P00258,1,220,Credit Card
T038705,O003705,P00415,4,1280,Credit Card
T038706,O013266,P01101,2,340,Debit Card
T038707,O004022,P00375,5,2150,UPI
T038708,O017305,P01181,3,1140,UPI
T038709,O017681,P00098,5,3200,UPI
T038710,O009380,P00346,5,450,Net Banking
T038711,O008707,P00896,4,1880,Cash on Delivery
T038712,O003935,P00130,5,200,UPI
T038713,O010963,P00768,5,900,Cash on Delivery
T038714,O007195,P00911,1,120,Debit Card
T038715,O012234,P00719,5,1000,Debit Card
T038716,O011063,P00854,2,360,Debit Card
T038717,O012097,P00380,3,630,UPI
T038718,O008464,P00352,4,200,UPI
T038719,O007410,P00995,5,1000,Debit Card
T038720,O017057,P00271,3,510,UPI
T038721,O007694,P00165,3,810,Wallet
T038722,O006153,P00925,4,280,Credit Card
T038723,O000555,P01058,3,630,Debit Card
T038724,O011719,P00128,5,1400,UPI
T038725,O016864,P00155,4,2000,UPI
T038726,O017234,P00111,3,720,UPI
T038727,O003051,P01187,5,400,UPI
T038728,O017066,P00164,4,1760,UPI
T038729,O013881,P00944,1,90,Debit Card
T038730,O007047,P01199,3,600,UPI
T038731,O009794,P01111,1,90,UPI
T038732,O008429,P00264,3,420,Credit Card
T038733,O017640,P00096,1,180,UPI
T038734,O014993,P00318,5,2600,Cash on Delivery
T038735,O017538,P00673,4,480,Debit Card
T038736,O006763,P00338,4,640,UPI
T038737,O012984,P00531,1,30,UPI
T038738,O002654,P00350,5,1250,Cash on Delivery
T038739,O009117,P01191,4,440,Net Banking
T038740,O008682,P00166,4,120,Cash on Delivery
T038741,O001495,P00390,4,240,Debit Card
T038742,O013223,P00872,3,570,UPI
T038743,O000750,P00895,2,440,UPI
T038744,O004542,P00785,2,540,Cash on Delivery
T038745,O007380,P00296,4,480,Debit Card
T038746,O013447,P00993,3,300,UPI
T038747,O018531,P00919,1,100,Debit Card
T038748,O019375,P01102,4,760,UPI
T038749,O012677,P00466,5,1200,UPI
T038750,O003343,P00318,2,1040,UPI
T038751,O012898,P00785,5,1350,UPI
T038752,O014713,P00199,4,2800,Debit Card
T038753,O008817,P00674,4,1120,Debit Card
T038754,O016923,P00417,1,670,Credit Card
T038755,O016377,P01088,1,530,UPI
T038756,O014432,P00312,4,920,UPI
T038757,O008193,P00281,3,750,Debit Card
T038758,O008649,P00436,1,450,Cash on Delivery
T038759,O018810,P01073,1,220,UPI
T038760,O008506,P00722,3,600,UPI
T038761,O003964,P01070,2,340,Cash on Delivery
T038762,O011608,P01132,2,280,Credit Card
T038763,O004616,P00566,4,880,Cash on Delivery
T038764,O014852,P00902,5,1300,Wallet
T038765,O018731,P00816,5,300,Credit Card
T038766,O016353,P00510,4,480,Cash on Delivery
T038767,O013894,P00494,4,1640,UPI
T038768,O017509,P00930,2,1560,UPI
T038769,O012397,P00798,2,400,Debit Card
T038770,O015398,P00075,2,900,Credit Card
T038771,O018124,P00231,2,360,UPI
T038772,O014084,P00798,4,800,Debit Card
T038773,O014304,P00290,3,390,Credit Card
T038774,O005754,P00344,4,1040,UPI
T038775,O005295,P00271,1,170,Cash on Delivery
T038776,O000454,P01097,1,360,Wallet
T038777,O003991,P00801,3,630,UPI
T038778,O010882,P00698,5,1150,UPI
T038779,O005649,P00193,2,420,UPI
T038780,O007531,P00842,4,2360,Credit Card
T038781,O008776,P00625,4,120,UPI
T038782,O012170,P00394,2,920,Cash on Delivery
T038783,O007197,P01032,5,1050,UPI
T038784,O004593,P00501,2,1200,UPI
T038785,O018516,P00291,4,400,UPI
T038786,O009790,P00101,5,2350,Net Banking
T038787,O017351,P00618,4,1880,Cash on Delivery
T038788,O016412,P01051,5,1850,UPI
T038789,O015144,P00157,2,240,UPI
T038790,O017748,P00920,1,60,UPI
T038791,O000488,P00908,3,210,UPI
T038792,O002642,P01150,5,1950,UPI
T038793,O011169,P00188,5,650,Wallet
T038794,O003091,P00546,3,630,Cash on Delivery
T038795,O003865,P00450,2,1500,Debit Card
T038796,O011934,P00774,5,1300,UPI
T038797,O015136,P00091,4,280,Credit Card
T038798,O003268,P00352,2,100,UPI
T038799,O001977,P00847,4,2960,Net Banking
T038800,O003798,P00670,3,1620,UPI
T038801,O015879,P00770,5,3300,UPI
T038802,O000847,P00560,3,2280,Net Banking
T038803,O015083,P01154,4,680,UPI
T038804,O002654,P00138,5,1350,UPI
T038805,O002091,P00589,1,290,Net Banking
T038806,O008494,P00030,3,750,UPI
T038807,O017753,P01029,5,750,Cash on Delivery
T038808,O005260,P01147,2,80,UPI
T038809,O013664,P00831,3,120,UPI
T038810,O016994,P00015,3,420,UPI
T038811,O019109,P00170,5,1400,Wallet
T038812,O017181,P00549,5,1250,UPI
T038813,O000016,P00853,2,140,UPI
T038814,O007803,P00315,4,200,UPI
T038815,O012056,P00723,4,680,UPI
T038816,O005743,P00118,5,2000,UPI
T038817,O009407,P00322,5,2450,UPI
T038818,O004488,P00014,2,740,UPI
T038819,O012000,P00084,4,920,Credit Card
T038820,O007068,P00294,5,1000,Debit Card
T038821,O011793,P00808,4,360,UPI
T038822,O012337,P00889,3,1740,Cash on Delivery
T038823,O000028,P00429,5,1050,Debit Card
T038824,O012948,P00770,1,660,UPI
T038825,O016648,P00522,1,100,UPI
T038826,O012030,P01043,2,460,UPI
T038827,O013533,P00104,5,100,UPI
T038828,O010912,P00576,2,180,UPI
T038829,O004677,P00322,2,980,UPI
T038830,O016111,P01183,5,500,Credit Card
T038831,O005990,P00073,2,260,UPI
T038832,O016707,P00606,1,80,Cash on Delivery
T038833,O019377,P00808,4,360,Debit Card
T038834,O018220,P00591,1,340,UPI
T038835,O005560,P00895,3,660,UPI
T038836,O019343,P01045,4,1200,Net Banking
T038837,O005589,P00840,5,1200,Net Banking
T038838,O009791,P00256,3,960,Credit Card
T038839,O005846,P00789,4,880,UPI
T038840,O015733,P00244,1,90,Credit Card
T038841,O001934,P01109,3,120,UPI
T038842,O015269,P00392,3,1860,Credit Card
T038843,O004551,P01154,5,850,UPI
T038844,O004346,P00158,2,240,Debit Card
T038845,O005338,P00968,3,1470,UPI
T038846,O007750,P00606,2,160,UPI
T038847,O018991,P00684,5,1200,Debit Card
T038848,O004878,P00453,4,440,Debit Card
T038849,O017317,P00352,3,150,Debit Card
T038850,O017779,P00029,4,480,UPI
T038851,O010446,P00196,5,1450,Credit Card
T038852,O008295,P01055,2,140,Credit Card
T038853,O006628,P00496,2,160,Cash on Delivery
T038854,O004121,P00919,3,300,UPI
T038855,O009828,P00312,2,460,Cash on Delivery
T038856,O018704,P00330,5,500,Debit Card
T038857,O012426,P00803,4,960,UPI
T038858,O014886,P00933,5,800,Debit Card
T038859,O019105,P00730,3,1500,Cash on Delivery
T038860,O016621,P01099,4,720,UPI
T038861,O002938,P00698,3,690,UPI
T038862,O007278,P00916,3,210,UPI
T038863,O015938,P00041,4,1120,Credit Card
T038864,O000741,P00859,2,460,UPI
T038865,O017967,P00962,3,990,Debit Card
T038866,O001277,P00954,2,540,UPI
T038867,O002981,P00429,5,1050,Debit Card
T038868,O007932,P00666,1,290,UPI
