delivery_id,order_id,delivery_time_mins,delivery_status,distance_km
D018510,O018510,32,Delivered Late,2
D018511,O018511,7,Delivered On Time,2.1
D018512,O018512,36,Delivered On Time,6.5
D018513,O018513,67,Delivered On Time,8.9
D018514,O018514,31,Delivered On Time,4.2
D018515,O018515,53,Delivered Late,5.7
D018516,O018516,31,Delivered On Time,5.1
D018517,O018517,8,Delivered On Time,1.2
D018518,O018518,26,Delivered Late,1.2
D018519,O018519,78,Delivered On Time,9.7
D018520,O018520,15,Delivered Late,1.4
D018521,O018521,51,Delivered Late,7.8
D018522,O018522,13,Delivered On Time,2.4
D018523,O018523,42,Delivered On Time,7.4
D018524,O018524,29,Delivered On Time,5.1
D018525,O018525,35,Delivered Late,3.5
D018526,O018526,52,Delivered Late,7.2
D018527,O018527,66,Delivered Late,9.4
D018528,O018528,60,Delivered On Time,9
D018529,O018529,10,Delivered On Time,1.8
D018530,O018530,80,Delivered Late,9
D018531,O018531,15,Delivered On Time,3.6
D018532,O018532,28,Delivered On Time,6.4
D018533,O018533,29,Delivered Late,3.5
D018534,O018534,47,Delivered On Time,7.1
D018535,O018535,29,Delivered On Time,3.7
D018536,O018536,13,Delivered Late,1
D018537,O018537,5,Delivered On Time,0.7
D018538,O018538,9,Delivered On Time,1.6
D018539,O018539,26,Delivered On Time,6.1
D018540,O018540,85,Delivered Late,9.5
D018541,O018541,22,Delivered Late,2.3
D018542,O018542,34,Delivered Late,5.3
D018543,O018543,26,Delivered On Time,5.1
D018544,O018544,24,Delivered Late,1.7
D018545,O018545,24,Delivered Late,0.9
D018546,O018546,31,Delivered On Time,6.3
D018547,O018547,17,Delivered Late,0.7
D018548,O018548,59,Delivered Late,5.6
D018549,O018549,93,Delivered Late,9.8
D018550,O018550,71,Delivered Late,8.4
D018551,O018551,15,Delivered On Time,3
D018552,O018552,27,Delivered On Time,3.8
D018553,O018553,27,Delivered On Time,4.2
D018554,O018554,61,Delivered On Time,7.5
D018555,O018555,29,Delivered Late,1.3
D018556,O018556,18,Delivered On Time,2.6
D018557,O018557,27,Delivered Late,1.9
D018558,O018558,52,Delivered Late,5.7
D018559,O018559,50,Delivered Late,6.2
D018560,O018560,47,Delivered On Time,6.4
D018561,O018561,33,Delivered On Time,5.6
D018562,O018562,20,Delivered On Time,3.4
D018563,O018563,50,Delivered On Time,6.6
D018564,O018564,33,Delivered On Time,5.4
D018565,O018565,66,Delivered On Time,9
D018566,O018566,47,Delivered On Time,7.6
D018567,O018567,43,Delivered On Time,6.7
D018568,O018568,29,Delivered Late,4.4
D018569,O018569,66,Delivered Late,7.3
D018570,O018570,69,Delivered Late,7.8
D018571,O018571,59,Delivered On Time,6.8
D018572,O018572,42,Delivered On Time,6.4
D018573,O018573,46,Delivered On Time,6.1
D018574,O018574,34,Delivered Late,3.8
D018575,O018575,5,Delivered On Time,2
D018576,O018576,62,Delivered Late,7.3
D018577,O018577,47,Delivered On Time,6.1
D018578,O018578,45,Delivered Late,3.9
D018579,O018579,27,Delivered On Time,4.8
D018580,O018580,36,Delivered On Time,4.6
D018581,O018581,50,Delivered Late,5.6
D018582,O018582,5,Delivered On Time,1.1
D018583,O018583,22,Delivered Late,0.8
D018584,O018584,29,Delivered Late,3.3
D018585,O018585,14,Delivered On Time,3
D018586,O018586,21,Delivered On Time,3.3
D018587,O018587,22,Delivered Late,1.2
D018588,O018588,43,Delivered Late,5.7
D018589,O018589,59,Delivered Late,5.6
D018590,O018590,47,Delivered Late,5.8
D018591,O018591,5,Delivered On Time,2.1
D018592,O018592,42,Delivered Late,5.4
D018593,O018593,35,Delivered On Time,7.1
D018594,O018594,29,Delivered On Time,4.3
D018595,O018595,64,Delivered On Time,10
D018596,O018596,21,Delivered Late,0.8
D018597,O018597,40,Delivered Late,5
D018598,O018598,7,Delivered On Time,2.7
D018599,O018599,53,Delivered On Time,8.7
D018600,O018600,15,Delivered On Time,1.9
D018601,O018601,69,Delivered Late,8.3
D018602,O018602,71,Delivered Late,6.8
D018603,O018603,63,Delivered On Time,8.8
D018604,O018604,43,Delivered Late,6.6
D018605,O018605,9,Delivered On Time,1.2
D018606,O018606,81,Delivered Late,9
D018607,O018607,80,Delivered Late,9.5
D018608,O018608,9,Delivered On Time,2.5
D018609,O018609,29,Delivered On Time,4.3
D018610,O018610,28,Delivered On Time,5.7
D018611,O018611,15,Delivered On Time,3.1
D018612,O018612,36,Delivered On Time,5.4
D018613,O018613,47,Delivered On Time,5.7
D018614,O018614,64,Delivered On Time,7.9
D018615,O018615,5,Delivered On Time,0.6
D018616,O018616,53,Delivered Late,7.4
D018617,O018617,23,Delivered On Time,3
D018618,O018618,42,Delivered On Time,6.1
D018619,O018619,61,Delivered Late,7.1
D018620,O018620,44,Delivered Late,5.4
D018621,O018621,15,Delivered On Time,2
D018622,O018622,17,Delivered Late,1.8
D018623,O018623,41,Delivered On Time,6.7
D018624,O018624,24,Delivered Late,1.7
D018625,O018625,57,Delivered On Time,8.7
D018626,O018626,64,Delivered Late,8.7
D018627,O018627,19,Delivered Late,1.4
D018628,O018628,43,Delivered Late,2.7
D018629,O018629,7,Delivered On Time,2.3
D018630,O018630,45,Delivered Late,5.5
D018631,O018631,39,Delivered Late,4.9
D018632,O018632,74,Delivered Late,9.5
D018633,O018633,9,Delivered On Time,1.1
D018634,O018634,22,Delivered On Time,4.4
D018635,O018635,39,Delivered On Time,6.5
D018636,O018636,12,Delivered On Time,2.4
D018637,O018637,76,Delivered Late,7.5
D018638,O018638,59,Delivered Late,7.6
D018639,O018639,28,Delivered Late,2.2
D018640,O018640,35,Delivered On Time,4.7
D018641,O018641,14,Delivered On Time,4.1
D018642,O018642,43,Delivered Late,4.6
D018643,O018643,22,Delivered Late,1.4
D018644,O018644,34,Delivered Late,3
D018645,O018645,5,Delivered On Time,1.4
D018646,O018646,59,Delivered Late,8.4
D018647,O018647,5,Delivered On Time,1.5
D018648,O018648,32,Delivered On Time,4.8
D018649,O018649,27,Delivered On Time,3.8
D018650,O018650,21,Delivered On Time,4.1
D018651,O018651,63,Delivered On Time,9.1
D018652,O018652,41,Delivered On Time,6.1
D018653,O018653,21,Delivered On Time,4.9
D018654,O018654,38,Delivered On Time,7.7
D018655,O018655,5,Delivered On Time,1.3
D018656,O018656,37,Delivered Late,3.7
D018657,O018657,68,Delivered Late,7.6
D018658,O018658,23,Delivered On Time,5.2
D018659,O018659,54,Delivered On Time,7.8
D018660,O018660,64,Delivered Late,6.8
D018661,O018661,44,Delivered On Time,5.8
D018662,O018662,42,Delivered On Time,6.2
D018663,O018663,69,Delivered On Time,8.7
D018664,O018664,10,Delivered On Time,1.2
D018665,O018665,58,Delivered Late,7.2
D018666,O018666,17,Delivered On Time,2.8
D018667,O018667,5,Delivered On Time,1.4
D018668,O018668,12,Delivered Late,0.6
D018669,O018669,69,Delivered On Time,9.3
D018670,O018670,33,Delivered On Time,4.9
D018671,O018671,18,Delivered On Time,2.6
D018672,O018672,12,Delivered On Time,2.3
D018673,O018673,81,Delivered Late,8.4
D018674,O018674,49,Delivered Late,4.7
D018675,O018675,5,Delivered On Time,1.2
D018676,O018676,5,Delivered On Time,1.8
D018677,O018677,62,Delivered Late,9.6
D018678,O018678,64,Delivered Late,7.3
D018679,O018679,36,Delivered Late,2.7
D018680,O018680,18,Delivered On Time,2.8
D018681,O018681,28,Delivered On Time,3.4
D018682,O018682,13,Delivered On Time,2.5
D018683,O018683,64,Delivered Late,7.4
D018684,O018684,76,Delivered Late,7.8
D018685,O018685,16,Delivered On Time,2.3
D018686,O018686,18,Delivered On Time,4.6
D018687,O018687,36,Delivered Late,3.3
D018688,O018688,8,Delivered On Time,0.8
D018689,O018689,5,Delivered On Time,0.6
D018690,O018690,38,Delivered On Time,7.1
D018691,O018691,45,Delivered Late,5
D018692,O018692,37,Delivered Late,2.9
D018693,O018693,84,Delivered Late,9.8
D018694,O018694,50,Delivered On Time,9.2
D018695,O018695,55,Delivered Late,5.8
D018696,O018696,23,Delivered Late,2.2
D018697,O018697,48,Delivered On Time,7.1
D018698,O018698,31,Delivered On Time,6.3
D018699,O018699,10,Delivered On Time,3.2
D018700,O018700,26,Delivered On Time,5.2
D018701,O018701,41,Delivered On Time,6.2
D018702,O018702,45,Delivered On Time,6.5
D018703,O018703,28,Delivered Late,4
D018704,O018704,68,Delivered Late,8
D018705,O018705,8,Delivered On Time,0.9
D018706,O018706,23,Delivered On Time,3.9
D018707,O018707,37,Delivered Late,5.9
D018708,O018708,39,Delivered Late,4.7
D018709,O018709,19,Delivered On Time,4.1
D018710,O018710,51,Delivered Late,6.9
D018711,O018711,12,Delivered On Time,1.2
D018712,O018712,79,Delivered Late,7.9
D018713,O018713,26,Delivered Late,2.6
D018714,O018714,11,Delivered On Time,2.1
D018715,O018715,49,Delivered Late,7
D018716,O018716,39,Delivered On Time,4.6
D018717,O018717,80,Delivered Late,8.8
D018718,O018718,36,Delivered Late,2.4
D018719,O018719,55,Delivered On Time,6.7
D018720,O018720,56,Delivered Late,8.1
D018721,O018721,22,Delivered On Time,5.1
D018722,O018722,8,Delivered On Time,1.6
D018723,O018723,65,Delivered Late,6.8
D018724,O018724,55,Delivered Late,8.5
D018725,O018725,17,Delivered On Time,2.1
D018726,O018726,59,Delivered On Time,7.7
D018727,O018727,66,Delivered On Time,8.3
D018728,O018728,76,Delivered Late,8.9
D018729,O018729,49,Delivered Late,6.1
D018730,O018730,51,Delivered Late,6.1
D018731,O018731,56,Delivered On Time,7.4
D018732,O018732,51,Delivered Late,6.5
D018733,O018733,73,Delivered Late,7.6
D018734,O018734,50,Delivered Late,6.1
D018735,O018735,64,Delivered On Time,8.4
D018736,O018736,40,Delivered Late,5.5
D018737,O018737,61,Delivered Late,8.4
D018738,O018738,47,Delivered On Time,6.5
D018739,O018739,25,Delivered On Time,3.8
D018740,O018740,26,Delivered On Time,5.5
D018741,O018741,46,Delivered On Time,8.7
D018742,O018742,41,Delivered On Time,8.1
D018743,O018743,47,Delivered Late,4.2
D018744,O018744,51,Delivered On Time,6.8
D018745,O018745,66,Delivered On Time,9.1
D018746,O018746,51,Delivered Late,4.9
D018747,O018747,62,Delivered Late,9.6
D018748,O018748,25,Delivered On Time,3.8
D018749,O018749,68,Delivered Late,7.3
D018750,O018750,8,Delivered On Time,2.6
D018751,O018751,40,Delivered Late,3.9
D018752,O018752,84,Delivered Late,8.1
D018753,O018753,80,Delivered Late,9
D018754,O018754,74,Delivered Late,8.9
D018755,O018755,46,Delivered Late,6.1
D018756,O018756,7,Delivered On Time,1.1
D018757,O018757,50,Delivered Late,5
D018758,O018758,35,Delivered On Time,6.6
D018759,O018759,15,Delivered On Time,3
D018760,O018760,72,Delivered Late,9.5
D018761,O018761,56,Delivered Late,7.1
D018762,O018762,71,Delivered Late,9.7
D018763,O018763,67,Delivered On Time,8.4
D018764,O018764,68,Delivered Late,6.8
D018765,O018765,51,Delivered Late,5.6
D018766,O018766,29,Delivered On Time,4.9
D018767,O018767,73,Delivered Late,8.4
D018768,O018768,33,Delivered On Time,6.1
D018769,O018769,86,Delivered Late,9.8
D018770,O018770,56,Delivered Late,6.7
D018771,O018771,8,Delivered On Time,2.3
D018772,O018772,17,Delivered Late,0.6
D018773,O018773,69,Delivered Late,6.4
D018774,O018774,33,Delivered On Time,3.8
D018775,O018775,62,Delivered On Time,8
D018776,O018776,60,Delivered On Time,7.7
D018777,O018777,43,Delivered On Time,6
D018778,O018778,20,Delivered On Time,3.5
D018779,O018779,54,Delivered On Time,9.5
D018780,O018780,5,Delivered On Time,1.1
D018781,O018781,30,Delivered On Time,5.6
D018782,O018782,23,Delivered On Time,4.1
D018783,O018783,23,Delivered On Time,2.2
D018784,O018784,81,Delivered Late,7.4
D018785,O018785,48,Delivered On Time,6
D018786,O018786,52,Delivered On Time,7.9
D018787,O018787,27,Delivered Late,3
D018788,O018788,12,Delivered On Time,2.4
D018789,O018789,39,Delivered Late,3.1
D018790,O018790,61,Delivered On Time,8.1
D018791,O018791,31,Delivered Late,3.9
D018792,O018792,13,Delivered On Time,3.8
D018793,O018793,42,Delivered On Time,7.4
D018794,O018794,21,Delivered On Time,2.8
D018795,O018795,68,Delivered Late,6.3
D018796,O018796,5,Delivered On Time,1.2
D018797,O018797,32,Delivered Late,2.5
D018798,O018798,63,Delivered On Time,9.2
D018799,O018799,47,Delivered Late,4
D018800,O018800,48,Delivered Late,4.7
D018801,O018801,47,Delivered On Time,6.4
D018802,O018802,46,Delivered Late,5
D018803,O018803,48,Delivered Late,4.3
D018804,O018804,61,Delivered Late,6.4
D018805,O018805,49,Delivered Late,6.1
D018806,O018806,45,Delivered On Time,8
D018807,O018807,54,Delivered Late,4.7
D018808,O018808,54,Delivered Late,6.8
D018809,O018809,21,Delivered On Time,2.6
D018810,O018810,47,Delivered Late,5.3
D018811,O018811,13,Delivered Late,1.2
D018812,O018812,42,Delivered Late,5.4
D018813,O018813,38,Delivered On Time,4.7
D018814,O018814,69,Delivered Late,8
D018815,O018815,5,Delivered On Time,1.8
D018816,O018816,10,Delivered On Time,0.7
D018817,O018817,16,Delivered On Time,5
D018818,O018818,69,Delivered Late,8.6
D018819,O018819,26,Delivered On Time,4.2
D018820,O018820,57,Delivered Late,7.8
D018821,O018821,33,Delivered Late,4.5
D018822,O018822,51,Delivered On Time,8.6
D018823,O018823,83,Delivered Late,8.5
D018824,O018824,36,Delivered On Time,6.6
D018825,O018825,24,Delivered Late,0.7
D018826,O018826,54,Delivered Late,5.4
D018827,O018827,15,Delivered On Time,3.5
D018828,O018828,89,Delivered Late,9.3
D018829,O018829,44,Delivered Late,4.5
D018830,O018830,19,Delivered Late,1.1
D018831,O018831,36,Delivered On Time,8.7
D018832,O018832,38,Delivered On Time,6.4
D018833,O018833,29,Delivered On Time,4.3
D018834,O018834,66,Delivered Late,8.9
D018835,O018835,63,Delivered On Time,9
D018836,O018836,13,Delivered On Time,2.4
D018837,O018837,39,Delivered Late,6.6
D018838,O018838,67,Delivered Late,6.2
D018839,O018839,65,Delivered Late,9.8
D018840,O018840,13,Delivered On Time,2.8
D018841,O018841,50,Delivered On Time,7.4
D018842,O018842,5,Delivered On Time,0.8
D018843,O018843,68,Delivered Late,8.6
D018844,O018844,42,Delivered Late,4.9
D018845,O018845,35,Delivered Late,2.2
D018846,O018846,12,Delivered On Time,2.2
D018847,O018847,38,Delivered Late,4.3
D018848,O018848,72,Delivered Late,8.1
D018849,O018849,5,Delivered On Time,1.3
D018850,O018850,70,Delivered Late,7.5
D018851,O018851,32,Delivered Late,3.6
D018852,O018852,21,Delivered Late,2.5
D018853,O018853,48,Delivered Late,4.3
D018854,O018854,38,Delivered On Time,7.8
D018855,O018855,23,Delivered Late,1.5
D018856,O018856,18,Delivered Late,0.7
D018857,O018857,32,Delivered On Time,5.1
D018858,O018858,34,Delivered Late,3.2
D018859,O018859,31,Delivered On Time,5.8
D018860,O018860,53,Delivered On Time,6.5
D018861,O018861,60,Delivered Late,5.9
D018862,O018862,47,Delivered On Time,7.8
D018863,O018863,69,Delivered Late,6.3
D018864,O018864,38,Delivered On Time,4.3
D018865,O018865,73,Delivered On Time,8.5
D018866,O018866,5,Delivered On Time,1.6
D018867,O018867,69,Delivered Late,7
D018868,O018868,28,Delivered Late,1.8
D018869,O018869,27,Delivered On Time,5.3
D018870,O018870,31,Delivered On Time,5
D018871,O018871,6,Delivered On Time,1.8
D018872,O018872,91,Delivered Late,9.9
D018873,O018873,31,Delivered On Time,5.4
D018874,O018874,75,Delivered Late,8.6
D018875,O018875,55,Delivered On Time,7.1
D018876,O018876,72,Delivered Late,6.9
D018877,O018877,38,Delivered On Time,4.2
D018878,O018878,51,Delivered Late,6.1
D018879,O018879,47,Delivered Late,6.5
D018880,O018880,74,Delivered Late,8.1
D018881,O018881,38,Delivered On Time,7.8
D018882,O018882,77,Delivered Late,9.4
D018883,O018883,74,Delivered Late,8.3
D018884,O018884,49,Delivered Late,5.1
D018885,O018885,29,Delivered Late,4.1
D018886,O018886,62,Delivered Late,7.3
D018887,O018887,19,Delivered Late,1.1
D018888,O018888,84,Delivered Late,7.7
D018889,O018889,36,Delivered Late,4.4
D018890,O018890,22,Delivered Late,1
D018891,O018891,75,Delivered Late,7.6
D018892,O018892,83,Delivered On Time,9.9
D018893,O018893,25,Delivered On Time,4.3
D018894,O018894,21,Delivered On Time,3.7
D018895,O018895,16,Delivered On Time,2.7
D018896,O018896,65,Delivered Late,8
D018897,O018897,81,Delivered Late,9.8
D018898,O018898,21,Delivered Late,1.9
D018899,O018899,34,Delivered On Time,6.4
D018900,O018900,22,Delivered On Time,2.1
D018901,O018901,11,Delivered On Time,1.2
D018902,O018902,51,Delivered Late,6.3
D018903,O018903,5,Delivered On Time,0.9
D018904,O018904,54,Delivered Late,5.2
D018905,O018905,54,Delivered Late,7.1
D018906,O018906,26,Delivered Late,2.9
D018907,O018907,75,Delivered Late,8.3
D018908,O018908,38,Delivered Late,3.9
D018909,O018909,41,Delivered Late,6.8
D018910,O018910,27,Delivered Late,1
D018911,O018911,52,Delivered On Time,7.7
D018912,O018912,17,Delivered On Time,3.3
D018913,O018913,15,Delivered On Time,2.8
D018914,O018914,20,Delivered On Time,2.6
D018915,O018915,53,Delivered On Time,6.9
D018916,O018916,44,Delivered On Time,6.2
D018917,O018917,54,Delivered Late,5.5
D018918,O018918,33,Delivered Late,2.4
D018919,O018919,6,Delivered On Time,1.1
D018920,O018920,25,Delivered On Time,5
D018921,O018921,57,Delivered On Time,9.8
D018922,O018922,37,Delivered Late,3.1
D018923,O018923,12,Delivered On Time,1.8
D018924,O018924,76,Delivered On Time,9.7
D018925,O018925,39,Delivered Late,4
D018926,O018926,40,Delivered Late,4.6
D018927,O018927,70,Delivered Late,8.2
D018928,O018928,21,Delivered On Time,3.5
D018929,O018929,26,Delivered On Time,3.5
D018930,O018930,34,Delivered On Time,5.1
D018931,O018931,68,Delivered On Time,9.8
D018932,O018932,35,Delivered Late,5.3
D018933,O018933,33,Delivered Late,2.7
D018934,O018934,71,Delivered Late,6.8
D018935,O018935,21,Delivered Late,1.5
D018936,O018936,61,Delivered On Time,7.9
D018937,O018937,45,Delivered Late,4.1
D018938,O018938,74,Delivered Late,9.1
D018939,O018939,78,Delivered Late,8.5
D018940,O018940,47,Delivered Late,5.6
D018941,O018941,5,Delivered On Time,0.7
D018942,O018942,42,Delivered On Time,7.8
D018943,O018943,65,Delivered Late,7.8
D018944,O018944,39,Delivered Late,3.3
D018945,O018945,42,Delivered On Time,8.1
D018946,O018946,6,Delivered On Time,2
D018947,O018947,31,Delivered Late,4.9
D018948,O018948,46,Delivered On Time,6.7
D018949,O018949,46,Delivered Late,4.2
D018950,O018950,26,Delivered On Time,5.1
D018951,O018951,22,Delivered On Time,4.3
D018952,O018952,62,Delivered On Time,9.7
D018953,O018953,75,Delivered Late,9.3
D018954,O018954,14,Delivered On Time,2.5
D018955,O018955,39,Delivered On Time,5.7
D018956,O018956,73,Delivered Late,6.9
D018957,O018957,75,Delivered Late,6.3
D018958,O018958,40,Delivered On Time,6.7
D018959,O018959,35,Delivered On Time,6.2
D018960,O018960,34,Delivered On Time,3.7
D018961,O018961,59,Delivered On Time,7.4
D018962,O018962,26,Delivered On Time,4.3
D018963,O018963,20,Delivered On Time,2.8
D018964,O018964,20,Delivered On Time,3.6
D018965,O018965,71,Delivered Late,10
D018966,O018966,57,Delivered Late,6.4
D018967,O018967,55,Delivered Late,4.3
D018968,O018968,64,Delivered On Time,8.9
D018969,O018969,35,Delivered On Time,5.2
D018970,O018970,46,Delivered On Time,5.9
D018971,O018971,5,Delivered On Time,1.7
D018972,O018972,13,Delivered On Time,1.6
D018973,O018973,36,Delivered Late,3.2
D018974,O018974,18,Delivered On Time,4.5
D018975,O018975,37,Delivered Late,3.7
D018976,O018976,20,Delivered Late,1.9
D018977,O018977,29,Delivered Late,2
D018978,O018978,68,Delivered Late,8.7
D018979,O018979,24,Delivered On Time,4.2
D018980,O018980,15,Delivered On Time,3.2
D018981,O018981,46,Delivered Late,3.3
D018982,O018982,20,Delivered On Time,1.9
D018983,O018983,23,Delivered On Time,3.7
D018984,O018984,85,Delivered Late,8.7
D018985,O018985,49,Delivered On Time,7
D018986,O018986,22,Delivered Late,1.7
D018987,O018987,24,Delivered On Time,3.3
D018988,O018988,68,Delivered On Time,8.6
D018989,O018989,65,Delivered On Time,8
D018990,O018990,27,Delivered Late,4
D018991,O018991,68,Delivered Late,8.3
D018992,O018992,43,Delivered Late,4.6
D018993,O018993,17,Delivered Late,0.5
D018994,O018994,52,Delivered Late,5.9
D018995,O018995,36,Delivered On Time,5.9
D018996,O018996,43,Delivered On Time,6.9
D018997,O018997,40,Delivered On Time,6.8
D018998,O018998,23,Delivered Late,0.7
D018999,O018999,13,Delivered On Time,1.8
D019000,O019000,57,Delivered On Time,8.8
D019001,O019001,60,Delivered Late,7
D019002,O019002,22,Delivered Late,1.3
D019003,O019003,27,Delivered On Time,4.2
D019004,O019004,64,Delivered Late,5.6
D019005,O019005,95,Delivered Late,9.9
D019006,O019006,5,Delivered On Time,1
D019007,O019007,49,Delivered Late,6.8
D019008,O019008,5,Delivered On Time,0.7
D019009,O019009,17,Delivered Late,1.2
D019010,O019010,77,Delivered Late,7.8
D019011,O019011,51,Delivered On Time,9.1
D019012,O019012,51,Delivered On Time,7.6
D019013,O019013,66,Delivered Late,8.3
D019014,O019014,49,Delivered Late,5.9
D019015,O019015,6,Delivered On Time,1.7
D019016,O019016,33,Delivered On Time,6.7
D019017,O019017,6,Delivered On Time,1.1
D019018,O019018,40,Delivered Late,2.9
D019019,O019019,24,Delivered On Time,3.6
D019020,O019020,46,Delivered On Time,7.9
D019021,O019021,11,Delivered On Time,1.9
D019022,O019022,23,Delivered Late,1
D019023,O019023,6,Delivered On Time,1.6
D019024,O019024,43,Delivered Late,3.7
D019025,O019025,58,Delivered Late,8.1
D019026,O019026,82,Delivered On Time,9.8
D019027,O019027,41,Delivered Late,2.4
D019028,O019028,15,Delivered On Time,3.9
D019029,O019029,17,Delivered Late,1.1
D019030,O019030,59,Delivered Late,5
D019031,O019031,44,Delivered On Time,5.8
D019032,O019032,16,Delivered Late,1.7
D019033,O019033,40,Delivered Late,3.3
D019034,O019034,45,Delivered On Time,4.9
D019035,O019035,50,Delivered Late,6.4
D019036,O019036,24,Delivered Late,2.6
D019037,O019037,81,Delivered Late,7.9
D019038,O019038,5,Delivered On Time,1.2
D019039,O019039,5,Delivered On Time,1.7
D019040,O019040,31,Delivered Late,1.5
D019041,O019041,57,Delivered Late,6.8
D019042,O019042,64,Delivered Late,6.3
D019043,O019043,5,Delivered On Time,0.9
D019044,O019044,70,Delivered On Time,9.8
D019045,O019045,15,Delivered Late,0.9
D019046,O019046,53,Delivered On Time,6.8
D019047,O019047,22,Delivered On Time,2.7
D019048,O019048,35,Delivered Late,3.9
D019049,O019049,42,Delivered Late,5
D019050,O019050,30,Delivered On Time,3.9
D019051,O019051,39,Delivered On Time,6.2
D019052,O019052,50,Delivered Late,4.4
D019053,O019053,18,Delivered On Time,4.2
D019054,O019054,5,Delivered On Time,1.3
D019055,O019055,26,Delivered Late,1.4
D019056,O019056,71,Delivered Late,6.7
D019057,O019057,51,Delivered On Time,8.1
D019058,O019058,27,Delivered On Time,3.9
D019059,O019059,54,Delivered Late,5.1
D019060,O019060,44,Delivered On Time,6.2
D019061,O019061,5,Delivered On Time,0.8
D019062,O019062,9,Delivered On Time,1.1
D019063,O019063,29,Delivered On Time,5.7
D019064,O019064,15,Delivered On Time,2.6
D019065,O019065,32,Delivered Late,2.9
D019066,O019066,5,Delivered On Time,1.3
D019067,O019067,9,Delivered On Time,1.4
D019068,O019068,50,Delivered Late,4
D019069,O019069,32,Delivered Late,3.6
D019070,O019070,65,Delivered On Time,8.2
D019071,O019071,41,Delivered Late,5.1
D019072,O019072,5,Delivered On Time,1.4
D019073,O019073,47,Delivered On Time,6.6
D019074,O019074,53,Delivered On Time,7.3
D019075,O019075,47,Delivered On Time,6.4
D019076,O019076,44,Delivered On Time,5.6
D019077,O019077,66,Delivered Late,9.5
D019078,O019078,5,Delivered On Time,1.3
D019079,O019079,24,Delivered Late,1.9
D019080,O019080,6,Delivered On Time,0.5
D019081,O019081,50,Delivered On Time,7.4
D019082,O019082,63,Delivered Late,9.5
D019083,O019083,10,Delivered On Time,2.2
D019084,O019084,77,Delivered Late,8.5
D019085,O019085,32,Delivered Late,3.1
D019086,O019086,68,Delivered On Time,9.3
D019087,O019087,12,Delivered On Time,2.6
D019088,O019088,35,Delivered On Time,4.4
D019089,O019089,11,Delivered On Time,3.2
D019090,O019090,65,Delivered Late,6.7
D019091,O019091,15,Delivered On Time,3.7
D019092,O019092,41,Delivered On Time,4.7
D019093,O019093,34,Delivered Late,2.7
D019094,O019094,14,Delivered On Time,3.3
D019095,O019095,29,Delivered Late,2.7
D019096,O019096,43,Delivered On Time,8.3
D019097,O019097,9,Delivered On Time,2.8
D019098,O019098,72,Delivered Late,9.5
D019099,O019099,77,Delivered On Time,9.6
D019100,O019100,52,Delivered Late,5
D019101,O019101,18,Delivered On Time,2.5
D019102,O019102,15,Delivered On Time,4.7
D019103,O019103,7,Delivered On Time,1
D019104,O019104,78,Delivered Late,8
D019105,O019105,56,Delivered On Time,6.9
D019106,O019106,10,Delivered On Time,0.9
D019107,O019107,55,Delivered Late,4.9
D019108,O019108,24,Delivered On Time,5.2
D019109,O019109,71,Delivered On Time,9.2
D019110,O019110,44,Delivered On Time,7.1
D019111,O019111,74,Delivered On Time,8.3
D019112,O019112,24,Delivered Late,1.6
D019113,O019113,78,Delivered Late,8.9
D019114,O019114,62,Delivered On Time,7.5
D019115,O019115,36,Delivered On Time,4.9
D019116,O019116,52,Delivered Late,3.9
D019117,O019117,54,Delivered Late,7.8
D019118,O019118,62,Delivered Late,9.6
D019119,O019119,37,Delivered On Time,6.5
D019120,O019120,12,Delivered Late,0.5
D019121,O019121,13,Delivered On Time,1.7
D019122,O019122,24,Delivered Late,2
D019123,O019123,52,Delivered Late,4.8
D019124,O019124,49,Delivered Late,4.7
D019125,O019125,24,Delivered Late,2.8
D019126,O019126,63,Delivered On Time,9.5
D019127,O019127,86,Delivered Late,7.4
D019128,O019128,20,Delivered On Time,3
D019129,O019129,6,Delivered On Time,2
D019130,O019130,5,Delivered On Time,1
D019131,O019131,64,Delivered On Time,9.9
D019132,O019132,41,Delivered On Time,6.2
D019133,O019133,19,Delivered On Time,3.5
D019134,O019134,5,Delivered On Time,1.1
D019135,O019135,30,Delivered Late,1.6
D019136,O019136,45,Delivered On Time,7.3
D019137,O019137,16,Delivered Late,1.2
D019138,O019138,52,Delivered Late,7.4
D019139,O019139,29,Delivered Late,2.1
D019140,O019140,54,Delivered Late,7.2
D019141,O019141,29,Delivered Late,3.2
D019142,O019142,16,Delivered Late,1.7
D019143,O019143,64,Delivered On Time,7.8
D019144,O019144,73,Delivered On Time,8.8
D019145,O019145,28,Delivered Late,2.5
D019146,O019146,78,Delivered Late,8.5
D019147,O019147,13,Delivered On Time,3.2
D019148,O019148,29,Delivered Late,3.1
D019149,O019149,5,Delivered On Time,0.7
D019150,O019150,22,Delivered Late,2.6
D019151,O019151,59,Delivered Late,9.1
D019152,O019152,37,Delivered On Time,6.7
D019153,O019153,58,Delivered Late,5.8
D019154,O019154,36,Delivered On Time,8.8
D019155,O019155,44,Delivered On Time,7.5
D019156,O019156,59,Delivered Late,6.7
D019157,O019157,54,Delivered Late,5
D019158,O019158,89,Delivered Late,9.6
D019159,O019159,59,Delivered Late,7.5
D019160,O019160,31,Delivered Late,2.9
D019161,O019161,59,Delivered On Time,7.6
D019162,O019162,8,Delivered On Time,1.4
D019163,O019163,42,Delivered On Time,8.9
